5.000000000000000000e-01 7.785253175260795576e-05
9.508754377188594065e-01 2.815658538243192492e-04
1.401750875437718813e+00 6.118914460455602286e-04
1.852626313156578330e+00 1.068829227189076886e-03
2.303501750875437626e+00 1.652378992438336726e-03
2.754377188594296921e+00 2.362540324172904445e-03
3.205252626313156661e+00 3.199312478034688385e-03
3.656128064032015956e+00 4.162694244276840712e-03
4.107003501750875252e+00 5.252683784398485579e-03
4.557878939469734547e+00 6.469278443070307187e-03
5.008754377188593843e+00 7.812474535358696417e-03
5.459629814907453138e+00 9.282267109259478496e-03
5.910505252626313322e+00 1.087864968355646209e-02
6.361380690345172617e+00 1.260161396102534200e-02
6.812256128064031913e+00 1.445114951700967980e-02
7.263131565782891208e+00 1.642724346340315375e-02
7.714007003501750503e+00 1.852988008808106879e-02
8.164882441220608911e+00 2.075904046983412590e-02
8.615757878939469094e+00 2.311470206886909531e-02
9.066633316658329278e+00 2.559683829295403279e-02
9.517508754377187685e+00 2.820541803930065594e-02
9.968384192096047869e+00 3.094040521229297208e-02
1.041925962981490628e+01 3.380175821718937879e-02
1.087013506753376646e+01 3.678942942994637560e-02
1.132101050525262664e+01 3.990336464333357064e-02
1.177188594297148505e+01 4.314350248953497530e-02
1.222276138069034523e+01 4.650977383945741062e-02
1.267363681840920364e+01 5.000210117899615142e-02
1.312451225612806383e+01 5.362039796253944418e-02
1.357538769384692223e+01 5.736456794402606391e-02
1.402626313156578242e+01 6.123450448590762873e-02
1.447713856928464082e+01 6.523008984640457641e-02
1.492801400700350101e+01 6.935119444548674961e-02
1.537888944472236119e+01 7.359767611005266219e-02
1.582976488244121960e+01 7.796937929882835627e-02
1.628064032016008156e+01 8.246613430755521390e-02
1.673151575787893819e+01 8.708775645508766428e-02
1.718239119559779837e+01 9.183404525107712046e-02
1.763326663331665856e+01 9.670478354597299153e-02
1.808414207103551519e+01 1.016997366641337747e-01
1.853501750875437537e+01 1.068186515209012255e-01
1.898589294647323555e+01 1.120612557245553725e-01
1.943676838419209574e+01 1.174272566641334642e-01
1.988764382191095592e+01 1.229163405841251361e-01
2.033851925962981255e+01 1.285281716465883350e-01
2.078939469734867274e+01 1.342623909736586074e-01
2.124027013506753292e+01 1.401186155556974344e-01
2.169114557278639310e+01 1.460964353943634830e-01
2.214202101050525329e+01 1.521953859840468326e-01
2.259289644822410992e+01 1.584145755992739657e-01
2.304377188594297010e+01 1.647474788742012697e-01
2.349464732366183028e+01 1.711071451027464940e-01
2.394552276138069047e+01 1.760355104783190294e-01
2.439639819909954710e+01 1.667640809543403657e-01
2.484727363681840728e+01 1.586302705795409329e-01
2.529814907453726747e+01 1.607669766674359180e-01
2.574902451225612765e+01 1.643020380762731103e-01
2.619989994997498783e+01 1.678934444191355069e-01
2.665077538769384446e+01 1.714167549464011564e-01
2.710165082541270465e+01 1.748594242925530506e-01
2.755252626313156483e+01 1.782266923215186372e-01
2.800340170085042502e+01 1.816356023053687374e-01
2.845427713856928165e+01 1.867263281882046155e-01
2.890515257628814183e+01 2.092226386149201312e-01
2.935602801400700201e+01 2.518213414990878585e-01
2.980690345172586220e+01 2.660328843216595573e-01
3.025777888944472238e+01 2.741139160200098401e-01
3.070865432716357901e+01 2.817472565979450838e-01
3.115952976488243920e+01 2.894048406368354143e-01
3.161040520260129938e+01 2.971354716015294217e-01
3.206128064032016312e+01 3.049798838673551948e-01
3.251215607803901975e+01 3.130327908028963657e-01
3.296303151575787638e+01 3.214088619563053029e-01
3.341390695347674011e+01 3.297742125746882524e-01
3.386478239119559674e+01 3.367565552510011218e-01
3.431565782891445338e+01 3.415095892012379730e-01
3.476653326663331711e+01 3.446457997057230660e-01
3.521740870435217374e+01 3.466520299588163878e-01
3.566828414207103037e+01 3.472013624822198885e-01
3.611915957978989411e+01 3.464151513033078555e-01
3.657003501750875074e+01 3.476636536876923644e-01
3.702091045522761448e+01 3.527936315178195059e-01
3.747178589294647111e+01 3.598669421355464304e-01
3.792266133066532774e+01 3.672606846265228375e-01
3.837353676838419148e+01 3.736848669016139546e-01
3.882441220610304811e+01 3.774931774646489990e-01
3.927528764382191184e+01 3.789834218853256886e-01
3.972616308154076847e+01 3.817205263773108537e-01
4.017703851925962510e+01 3.869454543029887117e-01
4.062791395697848884e+01 3.935722772127249192e-01
4.107878939469734547e+01 4.007682673953312236e-01
4.152966483241620921e+01 4.077991641770110642e-01
4.198054027013506584e+01 4.109248318659655674e-01
4.243141570785392247e+01 4.032832381537260757e-01
4.288229114557278621e+01 3.924570875984230711e-01
4.333316658329164284e+01 3.829977201882331928e-01
4.378404202101050657e+01 3.735022812013951143e-01
4.423491745872936320e+01 3.637613825521120448e-01
4.468579289644821984e+01 3.541058309551126104e-01
4.513666833416708357e+01 3.445706138393853646e-01
4.558754377188594020e+01 3.353000701359014069e-01
4.603841920960479683e+01 3.283041170018224930e-01
4.648929464732366057e+01 3.266703162428735707e-01
4.694017008504251720e+01 3.316042886882485941e-01
4.739104552276138094e+01 3.427688810431939181e-01
4.784192096048023757e+01 3.588425129694394200e-01
4.829279639819909420e+01 3.753022958219836558e-01
4.874367183591795794e+01 3.858495133735199145e-01
4.919454727363681457e+01 3.901890219896157475e-01
4.964542271135567830e+01 3.932888330011101718e-01
5.009629814907453493e+01 4.017483576054806105e-01
5.054717358679339156e+01 4.224113767018988774e-01
5.099804902451225530e+01 4.424590244099907421e-01
5.144892446223111193e+01 4.403064915275252678e-01
5.189979989994997567e+01 4.255387974999662037e-01
5.235067533766883230e+01 4.100262137244631844e-01
5.280155077538768893e+01 3.988580216962497316e-01
5.325242621310655267e+01 3.955058481031941131e-01
5.370330165082540930e+01 4.043289661493897347e-01
5.415417708854426593e+01 4.287517200052031741e-01
5.460505252626312966e+01 4.649340779425981118e-01
5.505592796398198630e+01 4.995150910176151537e-01
5.550680340170085003e+01 5.158579638469873441e-01
5.595767883941970666e+01 5.061900532513533557e-01
5.640855427713856329e+01 4.822651640293791342e-01
5.685942971485742703e+01 4.605319921827908392e-01
5.731030515257628366e+01 4.440708118840375751e-01
5.776118059029514740e+01 4.299762290389768649e-01
5.821205602801400403e+01 4.171265157701462556e-01
5.866293146573286066e+01 4.061297411269969015e-01
5.911380690345172439e+01 3.989200920976355147e-01
5.956468234117058103e+01 3.991094551214353081e-01
6.001555777888944476e+01 4.075856053138610657e-01
6.046643321660830139e+01 4.161477468235946775e-01
6.091730865432715802e+01 4.181620582485016668e-01
6.136818409204602176e+01 4.150925999046762294e-01
6.181905952976487839e+01 4.100399050505013632e-01
6.226993496748374213e+01 4.049012446355161887e-01
6.272081040520259876e+01 4.006888085277520717e-01
6.317168584292145539e+01 3.983543312809531001e-01
6.362256128064031913e+01 3.984497393978825297e-01
6.407343671835917576e+01 3.983320964480317472e-01
6.452431215607803949e+01 3.955946743166905422e-01
6.497518759379688902e+01 3.913839356299430583e-01
6.542606303151575275e+01 3.871174164369619031e-01
6.587693846923461649e+01 3.831883326060497308e-01
6.632781390695348023e+01 3.791536027116404473e-01
6.677868934467232975e+01 3.744659212618777766e-01
6.722956478239119349e+01 3.698535061121693834e-01
6.768044022011005723e+01 3.687489824097133773e-01
6.813131565782890675e+01 3.760400855656790831e-01
